(0.7100000000000002, 0.5700000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7400000000000002, 0.5800000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7700000000000002, 0.5900000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8000000000000003, 0.6000000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8300000000000003, 0.6100000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8600000000000003, 0.6200000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.8900000000000003, 0.6300000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.9200000000000004, 0.6400000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9500000000000004, 0.6500000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9800000000000004, 0.6600000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(1.0100000000000005, 0.6700000000000002, 0.03, 0.01, 0.4)
(-1, -1, -1, -1, -1)
(0.5, 0.5, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.53, 0.51, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.56, 0.52, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.5900000000000001, 0.53, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6200000000000001, 0.54, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6500000000000001, 0.55, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6800000000000002, 0.56, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7100000000000002, 0.5700000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7400000000000002, 0.5800000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7700000000000002, 0.5900000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8000000000000003, 0.6000000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8300000000000003, 0.6100000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8600000000000003, 0.6200000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.8900000000000003, 0.6300000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.9200000000000004, 0.6400000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9500000000000004, 0.6500000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9800000000000004, 0.6600000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(1.0100000000000005, 0.6700000000000002, 0.03, 0.01, 0.4)
(-1, -1, -1, -1, -1)
(0.5, 0.5, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.53, 0.51, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.56, 0.52, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.5900000000000001, 0.53, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6200000000000001, 0.54, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6500000000000001, 0.55, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6800000000000002, 0.56, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7100000000000002, 0.5700000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7400000000000002, 0.5800000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7700000000000002, 0.5900000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8000000000000003, 0.6000000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8300000000000003, 0.6100000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8600000000000003, 0.6200000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.8900000000000003, 0.6300000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.9200000000000004, 0.6400000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9500000000000004, 0.6500000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9800000000000004, 0.6600000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(1.0100000000000005, 0.6700000000000002, 0.03, 0.01, 0.4)
(-1, -1, -1, -1, -1)
(0.5, 0.5, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.53, 0.51, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.56, 0.52, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.5900000000000001, 0.53, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6200000000000001, 0.54, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6500000000000001, 0.55, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6800000000000002, 0.56, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7100000000000002, 0.5700000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7400000000000002, 0.5800000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7700000000000002, 0.5900000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8000000000000003, 0.6000000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8300000000000003, 0.6100000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8600000000000003, 0.6200000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.8900000000000003, 0.6300000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.9200000000000004, 0.6400000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9500000000000004, 0.6500000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9800000000000004, 0.6600000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(1.0100000000000005, 0.6700000000000002, 0.03, 0.01, 0.4)
(-1, -1, -1, -1, -1)
(0.5, 0.5, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.53, 0.51, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.56, 0.52, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.5900000000000001, 0.53, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6200000000000001, 0.54, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6500000000000001, 0.55, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6800000000000002, 0.56, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7100000000000002, 0.5700000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7400000000000002, 0.5800000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7700000000000002, 0.5900000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8000000000000003, 0.6000000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8300000000000003, 0.6100000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8600000000000003, 0.6200000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.8900000000000003, 0.6300000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.9200000000000004, 0.6400000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9500000000000004, 0.6500000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9800000000000004, 0.6600000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(1.0100000000000005, 0.6700000000000002, 0.03, 0.01, 0.4)
(-1, -1, -1, -1, -1)
(0.5, 0.5, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.53, 0.51, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.56, 0.52, 0.03, 0.01, 0.4)
(6.0, 6.0, 1, 1, 6.0)
(0.5900000000000001, 0.53, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6200000000000001, 0.54, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6500000000000001, 0.55, 0.03, 0.01, 0.4)
(7.0, 6.0, 1, 1, 6.0)
(0.6800000000000002, 0.56, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7100000000000002, 0.5700000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7400000000000002, 0.5800000000000001, 0.03, 0.01, 0.4)
(8.0, 6.0, 1, 1, 6.0)
(0.7700000000000002, 0.5900000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8000000000000003, 0.6000000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8300000000000003, 0.6100000000000001, 0.03, 0.01, 0.4)
(9.0, 7.0, 1, 1, 6.0)
(0.8600000000000003, 0.6200000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.8900000000000003, 0.6300000000000001, 0.03, 0.01, 0.4)
(10.0, 7.0, 1, 1, 6.0)
(0.9200000000000004, 0.6400000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9500000000000004, 0.6500000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(0.9800000000000004, 0.6600000000000001, 0.03, 0.01, 0.4)
(11.0, 7.0, 1, 1, 6.0)
(1.0100000000000005, 0.6700000000000002, 0.03, 0.01, 0.4)
(-1, -1, -1, -1, -1)
[0 0 0 0 0 0 0 0 0 0]
0
('num: ', 0)
